,Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
4957,4957,Hyundai i10 Era 1.1,156000,56691,Petrol,Manual,1st Owner,2008,1248 cc,5.0
4958,4958,Toyota Innova 2.5 V Diesel 8-seater,508000,144256,Diesel,Manual,2nd Owner,2011,1405 cc,5.0
4959,4959,Honda City i VTEC V,529000,78688,Petrol,Manual,2nd Owner,2014,2179 cc,5.0
4960,4960,Skoda Kushaq 1.0 TSI Style,1502000,8267,Petrol,Manual,1st Owner,2022,1496 cc,5.0
4961,4961,Hyundai Grand i10 CRDi Asta,394000,86857,Diesel,Manual,2nd Owner,2016,1198 cc,5.0
4962,4962,Hyundai Verna 1.6 CRDi SX,560000,110613,Diesel,Manual,1st Owner,2016,1197 cc,5.0
4963,4963,Porsche Cayenne Diesel Platinum Edition,2671000,88277,Diesel,Automatic,2nd Owner,2014,1198 cc,5.0
4964,4964,Maruti Baleno 1.3 Zeta,536000,91498,Diesel,Manual,1st Owner,2015,1197 cc,5.0
4965,4965,Tata Indica Terra 1.4 TDI,150000,40493,Diesel,Manual,1st Owner,2011,1461 cc,5.0
4966,4966,Mahindra TUV 300 Plus P6 BSIV,399000,112299,Diesel,Manual,2nd Owner,2018,1493 cc,5.0
4967,4967,Ford Ecosport 1.5 Petrol Titanium,886000,11988,Petrol,Manual,1st Owner,2020,1086 cc,7.0
4968,4968,Datsun GO T BSIV,217000,71913,Petrol,Manual,1st Owner,2015,1197 cc,7.0
4969,4969,Maruti Swift Dzire VXI,438999,92720,Petrol,Manual,2nd Owner,2016,998 cc,7.0
4970,4970,Volkswagen Polo 1.2 MPI Highline,368000,94167,Petrol,Manual,2nd Owner,2014,1196 cc,5.0
4971,4971,Hyundai Grand i10 1.2 Kappa Magna BSIV,470000,35708,Petrol,Manual,1st Owner,2018,1248 cc,5.0
4972,4972,Renault Duster 110PS Diesel RxZ,357000,123420,Diesel,Manual,1st Owner,2013,1197 cc,5.0
4973,4973,Kia Seltos HTX Plus D,994999,50135,Diesel,Manual,2nd Owner,2020,2179 cc,5.0
4974,4974,Hyundai i10 Era,195000,85876,Petrol,Manual,2nd Owner,2011,1373 cc,5.0
4975,4975,Hyundai Xcent 1.2 Kappa SX,515000,8620,Petrol,Manual,1st Owner,2017,2999 cc,5.0
4976,4976,Maruti Wagon R LXI CNG,148000,116328,Cng,Manual,3rd Owner,2010,998 cc,5.0
4977,4977,Maruti Eeco 5 Seater AC BSIV,315000,56321,Petrol,Manual,1st Owner,2016,1120 cc,5.0
4978,4978,Maruti Swift Dzire VDI,381000,160648,Diesel,Manual,1st Owner,2014,1086 cc,5.0
4979,4979,Hyundai Grand i10 Magna,323000,50726,Petrol,Manual,1st Owner,2014,998 cc,5.0
4980,4980,Mahindra XUV500 W8 2WD,491000,127046,Diesel,Manual,2nd Owner,2013,998 cc,7.0
4981,4981,Maruti Ertiga VXI,441000,82158,Petrol,Manual,1st Owner,2015,1199 cc,5.0
4982,4982,Isuzu MU-X 2WD,1711000,64000,Diesel,Automatic,1st Owner,2018,998 cc,5.0
4983,4983,Maruti Celerio VXI CNG,432000,74776,Cng,Manual,1st Owner,2020,1197 cc,5.0
4984,4984,Hyundai Grand i10 CRDi Magna,342000,171065,Diesel,Manual,1st Owner,2016,1582 cc,5.0
4985,4985,Hyundai i10 Magna 1.1,209000,46400,Petrol,Manual,1st Owner,2010,1198 cc,5.0
4986,4986,Maruti Celerio ZXI AT,363000,38156,Petrol,Automatic,1st Owner,2015,1493 cc,5.0
4987,4987,Maruti Wagon R VXI BS IV,319000,49915,Petrol,Manual,1st Owner,2015,1197 cc,5.0
4988,4988,Chevrolet Beat LT,273000,10768,Petrol,Manual,1st Owner,2015,1798 cc,5.0
4989,4989,Maruti Wagon R LXI BS IV,261000,69843,Petrol,Manual,2nd Owner,2014,1197 cc,5.0
4990,4990,Maruti Baleno 1.2 Delta,508000,59176,Petrol,Manual,1st Owner,2017,1462 cc,5.0
4991,4991,Hyundai Verna 1.6 SX,369000,46962,Diesel,Manual,3rd Owner,2011,1497 cc,5.0
4992,4992,Honda Amaze VX i-Vtech,326000,125380,Petrol,Manual,1st Owner,2013,1197 cc,7.0
4993,4993,Mahindra TUV 300 T8,553000,57616,Diesel,Manual,1st Owner,2016,814 cc,5.0
4994,4994,Maruti Swift Dzire AMT VXI,566000,126686,Petrol,Automatic,1st Owner,2018,1197 cc,5.0
4995,4995,Toyota Corolla Altis VL AT,759000,125981,Petrol,Automatic,1st Owner,2014,1197 cc,5.0
4996,4996,Hyundai i20 Sportz Petrol,252000,26786,Petrol,Manual,1st Owner,2010,1197 cc,5.0
4997,4997,Maruti Ciaz Sigma,772000,35135,Petrol,Manual,1st Owner,2020,998 cc,5.0
4998,4998,Honda City i VTEC CVT VX,648000,99163,Petrol,Automatic,1st Owner,2015,1497 cc,5.0
4999,4999,Maruti Baleno 1.2 Delta,508000,48832,Petrol,Manual,1st Owner,2017,1199 cc,5.0
5000,5000,Hyundai EON Era Plus,256000,38678,Petrol,Manual,2nd Owner,2016,1298 cc,5.0
5001,5001,Maruti Swift Dzire ZXI AT,791000,5427,Petrol,Automatic,1st Owner,2022,1197 cc,5.0
5002,5002,Toyota Etios Liva G,235000,67357,Petrol,Manual,1st Owner,2011,1198 cc,5.0
5003,5003,Hyundai i20 Magna,220000,81951,Petrol,Manual,1st Owner,2010,998 cc,5.0
5004,5004,Maruti Wagon R LXI CNG,192000,70048,Cng,Manual,3rd Owner,2012,1197 cc,5.0
5005,5005,Mahindra Marazzo M4,746000,117512,Diesel,Manual,1st Owner,2018,1794 cc,5.0
5006,5006,Chevrolet Beat PS,156000,113652,Petrol,Manual,3rd Owner,2013,1248 cc,5.0
5007,5007,Maruti Swift Dzire VXi,184000,141719,Petrol,Manual,3rd Owner,2010,1197 cc,5.0
5008,5008,Hyundai i10 Magna,246000,71708,Petrol,Manual,2nd Owner,2012,1198 cc,5.0
5009,5009,Nissan Micra XV,275000,45000,Petrol,Manual,1st Owner,2010,998 cc,5.0
5010,5010,Maruti Wagon R VXI BS IV,288000,60252,Petrol,Manual,1st Owner,2014,1995 cc,5.0
5011,5011,Hyundai Xcent 1.2 Kappa S Option,421000,40687,Petrol,Manual,1st Owner,2015,1248 cc,5.0
5012,5012,Toyota Corolla Altis 1.8 VL AT,612000,25075,Petrol,Automatic,2nd Owner,2013,1373 cc,5.0
5013,5013,Maruti Vitara Brezza VDi Option,631000,109863,Diesel,Manual,2nd Owner,2017,998 cc,5.0
5014,5014,Hyundai Grand i10 1.2 Kappa Sportz BSIV,454000,74334,Petrol,Manual,1st Owner,2018,796 cc,5.0
5015,5015,Volkswagen Polo Petrol Trendline 1.2L,275000,52186,Petrol,Manual,1st Owner,2012,1248 cc,5.0
5016,5016,Maruti Alto K10 LXI,138000,49977,Petrol,Manual,2nd Owner,2010,1197 cc,5.0
5017,5017,BMW X3 xDrive20d,1750000,91000,Diesel,Automatic,2nd Owner,2012,999 cc,5.0
5018,5018,Maruti Ciaz VDi Plus SHVS,544000,124860,Diesel,Manual,1st Owner,2016,1461 cc,5.0
5019,5019,Maruti Ciaz 1.4 S,647000,42681,Petrol,Manual,1st Owner,2017,1086 cc,5.0
5020,5020,Maruti Celerio X ZXI BSIV,446000,22532,Petrol,Manual,1st Owner,2019,1086 cc,5.0
5021,5021,Toyota Etios GD SP,273000,212367,Diesel,Manual,1st Owner,2012,1799 cc,4.0
5022,5022,Maruti Alto 800 LXI,267000,73505,Petrol,Manual,1st Owner,2017,1197 cc,5.0
5023,5023,Maruti Swift VDI BSIV,419000,146256,Diesel,Manual,1st Owner,2016,1497 cc,5.0
5024,5024,Hyundai i20 1.2 Magna Opt,293000,33865,Petrol,Manual,1st Owner,2012,1248 cc,5.0
5025,5025,Skoda Slavia 1.0 TSI Ambition AT,1295000,6090,Petrol,Automatic,1st Owner,2022,1197 cc,5.0
5026,5026,Renault Duster 85PS Diesel RxL Optional,483000,45691,Diesel,Manual,1st Owner,2014,1991 cc,6.0
5027,5027,Hyundai Santro Sportz,507000,12471,Petrol,Manual,1st Owner,2021,1799 cc,5.0
5028,5028,Hyundai i10 Sportz 1.1L,329000,56379,Petrol,Manual,2nd Owner,2015,1199 cc,5.0
5029,5029,Honda Civic 1.8 S MT,247000,98446,Petrol,Manual,3rd Owner,2011,1364 cc,5.0
5030,5030,Maruti Swift AMT ZXI,586000,55519,Petrol,Automatic,1st Owner,2018,1198 cc,5.0
5031,5031,Honda City GXi,174000,112886,Petrol,Manual,1st Owner,2008,1956 cc,5.0
5032,5032,Maruti SX4 S Cross Zeta DDiS 200 SH,724000,79989,Diesel,Manual,1st Owner,2018,1497 cc,5.0
5033,5033,Hyundai Grand i10 AT Asta,525000,46000,Petrol,Automatic,1st Owner,2016,1197 cc,5.0
5034,5034,Chevrolet Cruze LTZ AT,450000,84000,Diesel,Automatic,2nd Owner,2012,1086 cc,5.0
5035,5035,Honda Civic 1.8 S MT,334000,45423,Petrol,Manual,1st Owner,2011,1451 cc,5.0
5036,5036,Tata Nexon XM S,884000,4531,Petrol,Manual,1st Owner,2022,1198 cc,7.0
5037,5037,Toyota Etios GD SP,384000,165260,Diesel,Manual,1st Owner,2014,796 cc,5.0
5038,5038,Datsun GO T BSIV,287000,34729,Petrol,Manual,1st Owner,2017,1086 cc,5.0
5039,5039,MG Hector Plus Sharp Diesel MT,1530000,58493,Diesel,Manual,1st Owner,2020,1248 cc,5.0
5040,5040,Mahindra XUV300 W8 Option Dual Tone Diesel,803999,40536,Diesel,Manual,1st Owner,2021,1197 cc,5.0
5041,5041,Maruti Baleno Zeta,612000,57936,Petrol,Manual,1st Owner,2020,2179 cc,5.0
5042,5042,Hyundai i10 Magna 1.1L,206000,83061,Petrol,Manual,3rd Owner,2012,1061 cc,5.0
5043,5043,MG Hector Sharp DCT,1614999,31752,Petrol,Automatic,1st Owner,2019,998 cc,5.0
5044,5044,Volkswagen Polo Petrol Trendline 1.2L,225000,82770,Petrol,Manual,3rd Owner,2011,1197 cc,5.0
5045,5045,Maruti Alto 800 LXI,188000,71596,Petrol,Manual,3rd Owner,2015,1197 cc,5.0
5046,5046,Hyundai Santro Sportz AMT,544000,5273,Petrol,Automatic,1st Owner,2022,1086 cc,5.0
5047,5047,Maruti Swift Dzire LDI,335000,72134,Diesel,Manual,1st Owner,2014,814 cc,5.0
5048,5048,Maruti Baleno 1.2 Zeta,571000,33835,Petrol,Manual,1st Owner,2018,1248 cc,5.0
5049,5049,Mahindra XUV500 W6 2WD,877000,42355,Diesel,Manual,1st Owner,2017,1120 cc,5.0
5050,5050,Maruti Wagon R LXI Minor,82642,166155,Petrol,Manual,2nd Owner,2008,1461 cc,5.0
5051,5051,Maruti Celerio ZXI MT BSIV,461000,5246,Petrol,Manual,1st Owner,2019,799 cc,5.0
5052,5052,Maruti Swift Dzire ZXI 1.2,627000,7376,Petrol,Manual,1st Owner,2018,1998 cc,5.0
5053,5053,Maruti Swift VXI,494000,62195,Petrol,Manual,1st Owner,2018,3598 cc,5.0
5054,5054,Hyundai Santro Xing GL,100000,84173,Petrol,Manual,3rd Owner,2008,1582 cc,5.0
5055,5055,Hyundai EON Era Plus,269000,56016,Petrol,Manual,1st Owner,2016,1197 cc,5.0
5056,5056,Tata Manza Aura (ABS) Quadrajet,143000,103659,Diesel,Manual,1st Owner,2010,1197 cc,5.0
5057,5057,Hyundai Grand i10 CRDi Magna,385000,73000,Diesel,Manual,2nd Owner,2014,1248 cc,5.0
5058,5058,Renault Duster 85PS Diesel RxL,450000,42900,Diesel,Manual,3rd Owner,2014,1199 cc,7.0
5059,5059,Datsun RediGO T Option,250000,84000,Petrol,Manual,1st Owner,2016,1197 cc,5.0
5060,5060,Chevrolet Cruze LTZ,490000,56000,Diesel,Manual,2nd Owner,2013,1047 cc,5.0
5061,5061,Volkswagen Touareg 3.6 V6 FSI,1000000,92000,Petrol,Automatic,2nd Owner,2007,998 cc,5.0
5062,5062,Hyundai Creta 1.6 CRDi AT SX Plus,950000,79000,Diesel,Automatic,1st Owner,2016,1197 cc,5.0
5063,5063,Maruti Baleno 1.2 Delta,508000,59407,Petrol,Manual,1st Owner,2017,1498 cc,5.0
5064,5064,Maruti Swift Dzire 1.2 Vxi BSIV,249000,57756,Petrol,Manual,1st Owner,2010,1461 cc,5.0
5065,5065,Fiat Linea Emotion Pack (Diesel),166000,140148,Diesel,Manual,1st Owner,2010,1197 cc,5.0
5066,5066,Tata Altroz XM plus,684000,3730,Petrol,Manual,1st Owner,2021,998 cc,5.0
5067,5067,Maruti Swift ZXI BSIV,364000,98890,Petrol,Manual,2nd Owner,2015,2143 cc,5.0
5068,5068,Tata Tigor 1.05 Revotorq XZ Option,408000,134156,Diesel,Manual,1st Owner,2017,2143 cc,7.0
5069,5069,Maruti Alto K10 VXI,309000,49446,Petrol,Manual,1st Owner,2017,796 cc,5.0
5070,5070,Maruti Swift Dzire 1.2 Lxi BSIV,191000,146510,Petrol,Manual,3rd Owner,2011,1396 cc,5.0
5071,5071,Honda Mobilio S i-DTEC,393000,81355,Diesel,Manual,3rd Owner,2014,998 cc,5.0
5072,5072,Renault Duster 110PS Diesel RxL,350000,100298,Diesel,Manual,2nd Owner,2013,1462 cc,5.0
5073,5073,Maruti Swift Dzire ZXI Plus,684000,60892,Petrol,Manual,1st Owner,2018,2179 cc,5.0
5074,5074,Maruti Alto K10 VXI,269000,48603,Petrol,Manual,1st Owner,2015,1197 cc,5.0
5075,5075,Mercedes-Benz GLC Progressive 220d,3219000,95472,Diesel,Automatic,1st Owner,2018,1197 cc,5.0
5076,5076,Mercedes-Benz E-Class E250 CDI Blue Efficiency,1775000,63000,Diesel,Automatic,2nd Owner,2011,1197 cc,5.0
5077,5077,Maruti Alto 800 LXI,325000,44000,Petrol,Manual,1st Owner,2016,1172 cc,5.0
5078,5078,Hyundai i20 1.4 CRDi Magna,390000,60000,Diesel,Manual,2nd Owner,2012,998 cc,5.0
5079,5079,Maruti Celerio LXI,259000,18674,Petrol,Manual,1st Owner,2014,1498 cc,5.0
5080,5080,Maruti Ciaz Alpha,998000,11689,Petrol,Manual,1st Owner,2021,1197 cc,5.0
5081,5081,Mahindra Scorpio S11 BSIV,1061000,55187,Diesel,Manual,1st Owner,2017,1197 cc,5.0
5082,5082,Maruti Baleno 1.2 Zeta,557000,59089,Petrol,Manual,1st Owner,2017,1197 cc,5.0
5083,5083,Hyundai i10 Sportz 1.2,181000,86517,Petrol,Manual,2nd Owner,2010,1199 cc,5.0
5084,5084,Hyundai Grand i10 Sportz,385000,19079,Petrol,Manual,1st Owner,2015,1197 cc,5.0
5085,5085,Fiat Grande Punto 1.2 Emotion,176000,50502,Petrol,Manual,2nd Owner,2010,1496 cc,5.0
5086,5086,Maruti Celerio ZXI MT BSIV,428000,33173,Petrol,Manual,1st Owner,2018,995 cc,5.0
5087,5087,Honda Amaze S i-DTEC,434000,88227,Diesel,Manual,1st Owner,2016,1497 cc,7.0
5088,5088,Hyundai i20 Magna Optional 1.2,314000,73914,Petrol,Manual,2nd Owner,2013,1197 cc,7.0
5089,5089,Hyundai i20 Sportz Plus BSIV,645000,85906,Petrol,Manual,1st Owner,2019,793 cc,5.0
5090,5090,Hyundai i20 Sportz Petrol,240000,82818,Petrol,Manual,2nd Owner,2010,1197 cc,5.0
5091,5091,Honda Amaze V CVT Petrol BSIV,721000,13102,Petrol,Automatic,1st Owner,2018,1197 cc,5.0
5092,5092,Maruti Swift VXI,617000,18008,Petrol,Manual,1st Owner,2022,2179 cc,5.0
5093,5093,Ford Ecosport 1.5 Petrol Ambiente,742000,12011,Petrol,Manual,1st Owner,2020,2179 cc,5.0
5094,5094,Chevrolet Spark 1.0 PS,73582,89133,Petrol,Manual,1st Owner,2009,1497 cc,5.0
5095,5095,Honda City i VTEC CVT VX,698000,57445,Petrol,Automatic,1st Owner,2015,1197 cc,7.0
5096,5096,Hyundai i20 Magna,276000,127936,Petrol,Manual,1st Owner,2013,1197 cc,5.0
5097,5097,Maruti Celerio VDi,301000,77262,Diesel,Manual,1st Owner,2015,1199 cc,5.0
5098,5098,Hyundai i20 1.2 Asta,592000,52401,Petrol,Manual,1st Owner,2018,1197 cc,5.0
5099,5099,Maruti Swift VXI,548000,44071,Petrol,Manual,1st Owner,2020,1197 cc,5.0
5100,5100,Mahindra XUV500 W8 2WD,596000,153231,Diesel,Manual,1st Owner,2014,1462 cc,5.0
5101,5101,Mahindra XUV500 W6 2WD,622000,132131,Diesel,Manual,1st Owner,2015,1999 cc,7.0
5102,5102,Honda City V MT,417000,70132,Petrol,Manual,2nd Owner,2012,1248 cc,5.0
5103,5103,Hyundai Grand i10 1.2 Kappa Sportz Option,488999,15321,Petrol,Manual,1st Owner,2017,1591 cc,5.0
5104,5104,Maruti Ritz LXI,179000,74727,Petrol,Manual,1st Owner,2009,1498 cc,5.0
5105,5105,Tata Punch Creative DT,787000,19959,Petrol,Manual,1st Owner,2021,1794 cc,5.0
5106,5106,Hyundai i10 Sportz,244000,50596,Petrol,Manual,1st Owner,2011,2179 cc,5.0
5107,5107,Maruti Baleno 1.2 Zeta,512000,56982,Petrol,Manual,1st Owner,2016,1248 cc,5.0
5108,5108,Maruti Ertiga LXI,592000,52932,Petrol,Manual,1st Owner,2019,998 cc,5.0
5109,5109,Mahindra XUV700 AX3 AT,1476000,8655,Petrol,Automatic,1st Owner,2021,1896 cc,5.0
5110,5110,Maruti Ritz VDi,204000,127763,Diesel,Manual,1st Owner,2011,1461 cc,5.0
5111,5111,Hyundai Verna VTVT 1.6 SX,858000,20033,Petrol,Manual,2nd Owner,2019,1598 cc,5.0
5112,5112,Volkswagen Polo 1.5 TDI Highline,446000,124908,Diesel,Manual,1st Owner,2016,1248 cc,5.0
5113,5113,Toyota Corolla H2,215000,60000,Petrol,Manual,2nd Owner,2005,1298 cc,5.0
5114,5114,Mahindra XUV500 W10 2WD,917000,140556,Diesel,Manual,1st Owner,2017,1497 cc,5.0
5115,5115,Tata Bolt Quadrajet XE,274000,184618,Diesel,Manual,2nd Owner,2016,998 cc,5.0
5116,5116,Maruti Alto K10 VXI,242000,73600,Petrol,Manual,1st Owner,2014,1956 cc,5.0
5117,5117,Volkswagen Jetta 1.9 Highline TDI,325000,89000,Diesel,Automatic,2nd Owner,2009,1248 cc,5.0
5118,5118,Renault Duster 85PS Diesel RxL,400000,57000,Diesel,Manual,4th Owner,2012,796 cc,5.0
5119,5119,Skoda Rapid 1.6 TDI Elegance,411000,65000,Diesel,Manual,2nd Owner,2011,1462 cc,5.0
5120,5120,Maruti Swift LDI,390000,67000,Diesel,Manual,1st Owner,2012,999 cc,5.0
5121,5121,Maruti Swift 1.3 VXi,152000,59458,Petrol,Manual,3rd Owner,2009,1197 cc,5.0
5122,5122,Mahindra XUV300 W8 Option Diesel,968000,67534,Diesel,Manual,1st Owner,2021,1197 cc,5.0
5123,5123,Maruti Wagon R VXI BS IV,193000,37204,Petrol,Manual,1st Owner,2011,1197 cc,5.0
5124,5124,Jeep Compass 2.0 Longitude Option BSIV,927000,119444,Diesel,Manual,1st Owner,2017,1197 cc,6.0
5125,5125,Maruti Ciaz 1.3 Delta,672000,25541,Diesel,Manual,1st Owner,2017,995 cc,5.0
5126,5126,Maruti Alto 800 LXI,275000,22999,Petrol,Manual,1st Owner,2017,1199 cc,5.0
5127,5127,Maruti Ciaz Alpha BSIV,834000,57270,Petrol,Manual,1st Owner,2019,1199 cc,7.0
5128,5128,Volkswagen Polo 1.0 MPI Trendline,559000,29797,Petrol,Manual,1st Owner,2020,1198 cc,5.0
5129,5129,Volkswagen Vento 1.2 TSI Highline AT,457000,92028,Petrol,Automatic,2nd Owner,2015,1198 cc,5.0
5130,5130,Hyundai i20 1.2 Sportz,308000,36550,Petrol,Manual,1st Owner,2012,1086 cc,5.0
5131,5131,Hyundai Grand i10 Sportz Celebration Edition,425000,46407,Petrol,Manual,1st Owner,2016,1248 cc,5.0
5132,5132,Maruti Baleno Zeta CVT,832000,9598,Petrol,Automatic,1st Owner,2021,1198 cc,5.0
5133,5133,Chevrolet Spark 1.0 LT,115999,48616,Petrol,Manual,1st Owner,2010,1373 cc,5.0
5134,5134,Honda Amaze VX Petrol BSIV,465000,116560,Petrol,Manual,1st Owner,2019,1198 cc,5.0
5135,5135,Honda Jazz 1.2 V i VTEC,513999,49625,Petrol,Manual,1st Owner,2016,995 cc,5.0
5136,5136,Nissan Micra XV CVT,338000,56409,Petrol,Automatic,1st Owner,2014,1199 cc,5.0
5137,5137,Mahindra KUV 100 mFALCON D75 K4,260000,128847,Diesel,Manual,1st Owner,2016,1198 cc,7.0
5138,5138,Hyundai i10 Era,139000,212598,Petrol,Manual,4th Owner,2010,1462 cc,5.0
5139,5139,Maruti Ciaz ZDi Plus,513999,80444,Diesel,Manual,2nd Owner,2015,1497 cc,5.0
5140,5140,Datsun GO Plus T BSIV,321000,30848,Petrol,Manual,1st Owner,2017,814 cc,5.0
5141,5141,Maruti Ciaz 1.4 Delta,569000,154027,Petrol,Manual,2nd Owner,2017,995 cc,5.0
5142,5142,Honda Amaze S i-VTEC,358000,71834,Petrol,Manual,1st Owner,2016,1373 cc,5.0
5143,5143,Chevrolet Spark 1.0 LS,110000,74829,Petrol,Manual,1st Owner,2011,1197 cc,5.0
5144,5144,Volkswagen Polo 1.2 MPI Comfortline,367000,175705,Petrol,Manual,1st Owner,2017,799 cc,5.0
5145,5145,Honda Brio S MT,254999,38219,Petrol,Manual,1st Owner,2012,1497 cc,6.0
5146,5146,Maruti Ciaz Sigma BSIV,652000,49391,Petrol,Manual,1st Owner,2018,1197 cc,5.0
5147,5147,Honda City 1.5 V MT,305000,167457,Petrol,Manual,2nd Owner,2010,1248 cc,5.0
5148,5148,Hyundai EON D Lite Plus,185000,50915,Petrol,Manual,1st Owner,2012,1198 cc,5.0
5149,5149,Chevrolet Spark 1.0 LS LPG,59736,192340,Lpg,Manual,2nd Owner,2010,1390 cc,5.0
5150,5150,Maruti Ertiga VXI CNG,705000,77778,Cng,Manual,1st Owner,2018,1462 cc,5.0
5151,5151,Maruti Baleno 1.2 Delta,508000,30435,Petrol,Manual,1st Owner,2017,1248 cc,5.0
5152,5152,Renault KWID RXT,276000,80478,Petrol,Manual,1st Owner,2018,814 cc,5.0
5153,5153,Mahindra XUV300 W6 AMT Diesel BSIV,791000,62805,Diesel,Automatic,1st Owner,2020,1197 cc,5.0
5154,5154,Hyundai Grand i10 Nios Sportz,651000,8683,Petrol,Manual,1st Owner,2021,1196 cc,5.0
5155,5155,Maruti Ciaz Delta Diesel,696000,50251,Diesel,Manual,1st Owner,2019,1956 cc,5.0
5156,5156,Datsun GO T BSIV,237000,32635,Petrol,Manual,1st Owner,2015,1086 cc,5.0
5157,5157,Volkswagen Jetta 1.4 TSI Comfortline,497000,53003,Petrol,Manual,1st Owner,2012,796 cc,5.0
5158,5158,Maruti XL6 Zeta,744000,113006,Petrol,Manual,1st Owner,2019,1461 cc,5.0
5159,5159,Maruti Swift Dzire Tour 1.3 S Diesel,543000,69036,Diesel,Manual,1st Owner,2018,999 cc,5.0
5160,5160,Hyundai EON Era Plus,192000,61235,Petrol,Manual,1st Owner,2012,998 cc,5.0
5161,5161,Hyundai i20 1.2 Spotz,547000,29946,Petrol,Manual,1st Owner,2017,2609 cc,7.0
5162,5162,Maruti Eeco 5 Seater AC 2020-2022,478000,21330,Petrol,Manual,1st Owner,2021,1197 cc,5.0
5163,5163,Tata Harrier XZA Plus Dark Edition AT 2020-2022,1814000,42418,Diesel,Automatic,1st Owner,2020,1198 cc,5.0
5164,5164,Hyundai i10 Era,229999,90605,Petrol,Manual,1st Owner,2013,1586 cc,5.0
5165,5165,Maruti Alto Green LXi (CNG),134000,127866,Cng,Manual,1st Owner,2010,1498 cc,5.0
5166,5166,Renault Duster 110PS Diesel RxZ,268000,177697,Diesel,Manual,2nd Owner,2012,1198 cc,5.0
5167,5167,Volkswagen Ameo 1.0 MPI Highline Plus,568000,13278,Petrol,Manual,1st Owner,2018,2179 cc,5.0
5168,5168,Maruti S-Presso VXI Plus AT 2019-2022,494000,4343,Petrol,Automatic,1st Owner,2021,1497 cc,5.0
5169,5169,Mahindra Scorpio LX 2.6 Turbo 9 Str,223000,123804,Diesel,Manual,3rd Owner,2009,1405 cc,7.0
5170,5170,Hyundai Xcent 1.2 VTVT S,515000,22939,Petrol,Manual,1st Owner,2018,998 cc,5.0
5171,5171,Honda Amaze S i-Vtech,454000,22055,Petrol,Manual,1st Owner,2016,799 cc,5.0
5172,5172,Maruti SX4 Vxi BSIV,198000,62843,Petrol,Manual,1st Owner,2010,1197 cc,7.0
5173,5173,MG Astor Style,977000,4783,Petrol,Manual,1st Owner,2022,1995 cc,7.0
5174,5174,Tata Nexon 1.2 Revotron XZA Plus,794000,54441,Petrol,Automatic,2nd Owner,2019,1364 cc,5.0
5175,5175,Tata Hexa XTA,1008000,122735,Diesel,Automatic,1st Owner,2017,2179 cc,5.0
5176,5176,Honda City Corporate Edition,407000,48096,Petrol,Manual,2nd Owner,2012,1599 cc,5.0
5177,5177,Tata Indica TDI LS,95633,130265,Diesel,Manual,2nd Owner,2013,1197 cc,5.0
5178,5178,Maruti Celerio ZXI AT,386000,46005,Petrol,Automatic,1st Owner,2016,2179 cc,5.0
5179,5179,Datsun RediGO T Option,219000,62876,Petrol,Manual,1st Owner,2017,1248 cc,5.0
5180,5180,Hyundai Xcent 1.2 Kappa SX Option,433000,21712,Petrol,Manual,1st Owner,2014,998 cc,5.0
5181,5181,BMW 5 Series 520d Luxury Line,1971000,55525,Diesel,Automatic,1st Owner,2014,1086 cc,5.0
5182,5182,Toyota Etios Liva GD,292000,154913,Diesel,Manual,1st Owner,2013,998 cc,5.0
5183,5183,Mahindra XUV500 W6 2WD,622000,75269,Diesel,Manual,1st Owner,2014,998 cc,5.0
5184,5184,Hyundai Verna XXi (Petrol),112000,158267,Petrol,Manual,2nd Owner,2008,1197 cc,5.0
5185,5185,Hyundai i20 Magna Plus,609000,12355,Petrol,Manual,1st Owner,2020,998 cc,5.0
5186,5186,Mahindra XUV500 W8 2WD,447000,81631,Diesel,Manual,3rd Owner,2012,1298 cc,5.0
5187,5187,Maruti Ertiga SHVS VDI,691000,88972,Diesel,Manual,2nd Owner,2017,1591 cc,5.0
5188,5188,Maruti Wagon R LXI BS IV,189000,90509,Petrol,Manual,1st Owner,2011,998 cc,5.0
5189,5189,Hyundai Santro Xing GLS LPG,132000,76154,Lpg,Manual,2nd Owner,2008,1197 cc,5.0
5190,5190,Maruti Alto K10 VXI,309000,34851,Petrol,Manual,2nd Owner,2017,998 cc,5.0
5191,5191,Maruti A-Star Vxi,180000,35354,Petrol,Manual,1st Owner,2010,1086 cc,5.0
5192,5192,Hyundai i10 Magna,214000,55226,Petrol,Manual,2nd Owner,2011,1353 cc,5.0
5193,5193,Maruti Wagon R LXI BS IV,211000,83436,Petrol,Manual,2nd Owner,2012,1582 cc,5.0
5194,5194,Maruti Swift 1.3 VXi,142000,193593,Petrol,Manual,1st Owner,2009,1896 cc,5.0
5195,5195,Hyundai Creta 1.6 VTVT SX Plus,799000,128782,Petrol,Manual,1st Owner,2017,1461 cc,5.0
5196,5196,Maruti Celerio VXI Optional,333000,63636,Petrol,Manual,2nd Owner,2017,1396 cc,5.0
5197,5197,Maruti Swift Dzire ZXI,369000,79052,Petrol,Manual,3rd Owner,2014,1498 cc,5.0
5198,5198,Maruti Zen Estilo LXI BSIII,300000,76800,Petrol,Manual,1st Owner,2011,1591 cc,5.0
5199,5199,Hyundai i10 Era,500000,58478,Petrol,Manual,1st Owner,2013,1591 cc,5.0
